Theta,Phi
-39.762,71.300
-39.838,71.428
-39.876,71.492
-39.914,71.556
-39.952,71.619
-39.990,71.684
-40.028,71.748
-40.066,71.812
-40.104,71.876
-40.141,71.941
-40.179,72.005
-40.254,72.134
-40.292,72.199
-40.329,72.264
-40.367,72.329
-40.404,72.394
-40.442,72.459
-40.479,72.524
-40.517,72.589
-40.554,72.654
-40.591,72.720
-40.666,72.851
-40.703,72.916
-40.740,72.982
-40.777,73.048
-40.814,73.113
-40.851,73.179
-40.888,73.245
-40.924,73.311
-40.998,73.443
-41.035,73.510
-41.072,73.576
-41.108,73.643
-41.145,73.709
-41.181,73.776
-41.218,73.842
-41.254,73.909
-41.327,74.042
-41.364,74.109
-41.400,74.177
-41.436,74.244
-41.473,74.311
-41.509,74.378
-41.545,74.446
-41.581,74.513
-41.617,74.581
-41.653,74.648
-41.725,74.784
-41.761,74.851
-41.796,74.919
-41.832,74.988
-41.868,75.056
-41.904,75.124
-41.939,75.192
-41.975,75.260
-42.010,75.329
-42.046,75.397
-42.117,75.534
-42.152,75.603
-42.187,75.672
-42.223,75.741
-42.258,75.810
-42.293,75.879
-42.328,75.948
-42.363,76.017
-42.398,76.087
-42.468,76.226
-42.503,76.295
-42.538,76.365
-42.573,76.434
-42.608,76.504
-42.642,76.574
-42.677,76.644
-42.711,76.714
-42.746,76.784
-42.780,76.854
-42.849,76.995
-42.884,77.066
-42.918,77.136
-42.952,77.207
-42.986,77.278
-43.021,77.348
-43.055,77.419
-43.089,77.490
-43.123,77.561
-43.191,77.704
-43.224,77.775
-43.258,77.846
-43.292,77.918
-43.326,77.989
-43.359,78.061
-43.393,78.132
-43.427,78.204
-43.460,78.276
-43.494,78.348
-43.561,78.492
-43.594,78.565
-43.627,78.637
-43.660,78.709
-43.693,78.782
-43.727,78.854
-43.760,78.927
-43.792,79.000
-43.826,79.073
-43.858,79.146
-43.924,79.292
-43.957,79.365
-43.989,79.438
-44.022,79.511
-44.055,79.585
-44.087,79.658
-44.120,79.732
-44.152,79.806
-44.185,79.879
-44.217,79.953
-44.281,80.101
-44.314,80.175
-44.346,80.249
-44.378,80.324
-44.410,80.398
-44.442,80.472
-44.474,80.547
-44.506,80.622
-44.537,80.696
-44.569,80.771
-44.632,80.921
-44.664,80.996
-44.695,81.071
-44.727,81.146
-44.758,81.222
-44.789,81.297
-44.821,81.372
-44.852,81.448
-44.883,81.524
-44.946,81.675
-44.976,81.751
-45.008,81.827
-45.038,81.903
-45.069,81.979
-45.100,82.056
-45.131,82.132
-45.161,82.208
-45.192,82.285
-45.223,82.361
-45.284,82.515
-45.314,82.592
-45.344,82.669
-45.374,82.746
-45.405,82.823
-45.435,82.900
-45.465,82.978
-45.495,83.055
-45.525,83.132
-45.555,83.210
-45.614,83.365
-45.644,83.443
-45.674,83.521
-45.704,83.599
-45.733,83.677
-45.763,83.755
-45.792,83.833
-45.822,83.912
-45.851,83.990
-45.909,84.147
-45.939,84.226
-45.968,84.305
-45.997,84.384
-46.026,84.462
-46.055,84.542
-46.083,84.621
-46.112,84.700
-46.141,84.779
-46.170,84.859
-46.227,85.018
-46.255,85.097
-46.284,85.177
-46.312,85.257
-46.340,85.337
-46.369,85.417
-46.397,85.497
-46.425,85.577
-46.453,85.657
-46.481,85.738
-46.537,85.898
-46.564,85.979
-46.592,86.060
-46.620,86.141
-46.648,86.221
-46.675,86.302
-46.703,86.383
-46.730,86.464
-46.758,86.546
-46.785,86.627
-46.839,86.790
-46.866,86.871
-46.893,86.953
-46.920,87.035
-46.947,87.116
-46.974,87.198
-47.001,87.280
-47.027,87.362
-47.054,87.445
-47.107,87.609
-47.134,87.692
-47.160,87.774
-47.186,87.857
-47.213,87.939
-47.239,88.022
-47.265,88.105
-47.291,88.188
-47.317,88.271
-47.343,88.354
-47.395,88.521
-47.421,88.604
-47.446,88.687
-47.472,88.771
-47.497,88.854
-47.523,88.938
-47.548,89.022
-47.573,89.106
-47.599,89.190
-47.624,89.274
-47.674,89.442
-47.699,89.526
-47.724,89.611
-47.749,89.695
-47.774,89.780
-47.798,89.864
-47.823,89.949
-47.848,90.034
-47.872,90.119
-47.921,90.289
-47.945,90.374
-47.969,90.459
-47.994,90.544
-48.018,90.630
-48.042,90.715
-48.066,90.801
-48.090,90.887
-48.113,90.972
-48.137,91.058
-48.184,91.230
-48.208,91.316
-48.231,91.402
-48.255,91.488
-48.278,91.575
-48.301,91.661
-48.324,91.748
-48.348,91.834
-48.371,91.921
-48.394,92.008
-48.439,92.181
-48.462,92.268
-48.485,92.355
-48.508,92.442
-48.530,92.529
-48.552,92.617
-48.575,92.704
-48.597,92.791
-48.619,92.879
-48.664,93.054
-48.686,93.142
-48.708,93.230
-48.729,93.318
-48.751,93.406
-48.773,93.494
-48.795,93.582
-48.816,93.670
-48.838,93.759
-48.859,93.847
-48.902,94.024
-48.923,94.113
-48.944,94.202
-48.965,94.290
-48.986,94.379
-49.007,94.468
-49.028,94.557
-49.049,94.646
-49.069,94.736
-49.090,94.825
-49.131,95.004
-49.151,95.093
-49.172,95.182
-49.192,95.272
-49.212,95.362
-49.232,95.452
-49.252,95.542
-49.272,95.632
-49.292,95.722
-49.312,95.812
-49.351,95.992
-49.370,96.082
-49.390,96.173
-49.409,96.264
-49.429,96.354
-49.448,96.445
-49.467,96.535
-49.486,96.626
-49.505,96.717
-49.543,96.899
-49.561,96.990
-49.580,97.081
-49.599,97.172
-49.617,97.264
-49.654,97.446
-49.672,97.538
-49.691,97.630
-49.709,97.721
-49.727,97.813
-49.745,97.905
-49.763,97.997
-49.781,98.089
-49.798,98.181
-49.816,98.273
-49.851,98.457
-49.868,98.549
-49.886,98.642
-49.903,98.734
-49.920,98.827
-49.937,98.919
-49.954,99.012
-49.971,99.104
-49.988,99.197
-50.021,99.383
-50.038,99.476
-50.054,99.569
-50.071,99.662
-50.088,99.755
-50.104,99.849
-50.120,99.942
-50.136,100.035
-50.152,100.129
-50.168,100.222
-50.200,100.409
-50.215,100.503
-50.231,100.597
-50.246,100.691
-50.262,100.784
-50.277,100.879
-50.292,100.972
-50.308,101.067
-50.323,101.161
-50.338,101.255
-50.368,101.444
-50.383,101.538
-50.397,101.632
-50.412,101.727
-50.426,101.821
-50.441,101.916
-50.455,102.011
-50.470,102.106
-50.484,102.200
-50.498,102.295
-50.526,102.485
-50.540,102.580
-50.554,102.675
-50.567,102.771
-50.581,102.866
-50.594,102.961
-50.608,103.056
-50.621,103.152
-50.635,103.247
-50.648,103.342
-50.674,103.534
-50.687,103.629
-50.700,103.725
-50.713,103.821
-50.725,103.917
-50.738,104.013
-50.750,104.109
-50.763,104.205
-50.775,104.301
-50.799,104.493
-50.811,104.589
-50.824,104.685
-50.835,104.782
-50.847,104.878
-50.859,104.974
-50.871,105.071
-50.882,105.168
-50.894,105.264
-50.905,105.361
-50.927,105.554
-50.939,105.651
-50.950,105.748
-50.961,105.844
-50.971,105.941
-50.982,106.038
-50.993,106.135
-51.004,106.232
-51.014,106.329
-51.024,106.426
-51.045,106.621
-51.055,106.718
-51.065,106.815
-51.075,106.913
-51.085,107.010
-51.095,107.107
-51.105,107.205
-51.114,107.302
-51.124,107.400
-51.133,107.498
-51.152,107.693
-51.161,107.791
-51.170,107.889
-51.179,107.986
-51.188,108.084
-51.197,108.182
-51.206,108.280
-51.214,108.378
-51.223,108.476
-51.240,108.672
-51.248,108.770
-51.256,108.868
-51.265,108.967
-51.273,109.065
-51.281,109.163
-51.288,109.261
-51.296,109.360
-51.304,109.458
-51.311,109.557
-51.326,109.753
-51.334,109.852
-51.341,109.951
-51.348,110.049
-51.355,110.148
-51.362,110.246
-51.369,110.345
-51.376,110.444
-51.382,110.542
-51.389,110.641
-51.402,110.839
-51.408,110.938
-51.414,111.036
-51.421,111.135
-51.427,111.234
-51.433,111.333
-51.439,111.432
-51.444,111.531
-51.450,111.630
-51.461,111.828
-51.466,111.928
-51.472,112.026
-51.477,112.126
-51.482,112.225
-51.487,112.324
-51.492,112.423
-51.497,112.522
-51.502,112.622
-51.507,112.721
-51.516,112.920
-51.520,113.019
-51.524,113.118
-51.529,113.218
-51.533,113.317
-51.537,113.417
-51.541,113.516
-51.545,113.616
-51.549,113.715
-51.552,113.814
-51.559,114.014
-51.563,114.113
-51.566,114.212
-51.569,114.312
-51.573,114.412
-51.575,114.511
-51.578,114.611
-51.581,114.711
-51.584,114.810
-51.587,114.910
-51.592,115.109
-51.594,115.209
-51.596,115.309
-51.599,115.408
-51.601,115.508
-51.603,115.608
-51.605,115.708
-51.607,115.807
-51.608,115.907
-51.610,116.007
-51.613,116.206
-51.614,116.306
-51.616,116.406
-51.617,116.506
-51.618,116.606
-51.619,116.705
-51.620,116.805
-51.621,116.905
-51.622,117.005
-51.622,117.104
-51.623,117.304
-51.624,117.404
-51.624,117.504
-51.624,117.604
-51.624,117.704
-51.624,117.803
-51.624,117.903
-51.624,118.003
-51.624,118.103
-51.624,118.203
-51.622,118.402
-51.622,118.502
-51.621,118.602
-51.620,118.702
-51.619,118.802
-51.619,118.901
-51.618,119.001
-51.616,119.101
-51.615,119.201
-51.612,119.400
-51.611,119.500
-51.609,119.600
-51.607,119.700
-51.605,119.799
-51.604,119.899
-51.601,119.999
-51.599,120.099
-51.597,120.198
-51.595,120.298
-51.590,120.497
-51.588,120.597
-51.585,120.697
-51.582,120.796
-51.579,120.896
-51.576,120.996
-51.573,121.095
-51.570,121.195
-51.567,121.294
-51.564,121.394
-51.557,121.593
-51.553,121.693
-51.550,121.792
-51.546,121.891
-51.542,121.991
-51.538,122.090
-51.534,122.190
-51.530,122.289
-51.526,122.389
-51.521,122.488
-51.512,122.687
-51.508,122.786
-51.503,122.885
-51.499,122.984
-51.494,123.084
-51.489,123.183
-51.484,123.282
-51.479,123.381
-51.474,123.481
-51.463,123.679
-51.457,123.778
-51.452,123.877
-51.446,123.976
-51.440,124.075
-51.434,124.174
-51.429,124.273
-51.422,124.372
-51.416,124.471
-51.410,124.569
-51.398,124.767
-51.391,124.866
-51.384,124.965
-51.378,125.063
-51.371,125.162
-51.364,125.261
-51.357,125.359
-51.350,125.458
-51.343,125.556
-51.336,125.655
-51.321,125.852
-51.314,125.951
-51.306,126.049
-51.299,126.147
-51.291,126.246
-51.283,126.344
-51.275,126.442
-51.259,126.639
-51.251,126.737
-51.242,126.835
-51.234,126.933
-51.226,127.031
-51.217,127.129
-51.209,127.227
-51.200,127.325
-51.191,127.423
-51.182,127.521
-51.164,127.716
-51.155,127.814
-51.146,127.912
-51.136,128.009
-51.127,128.107
-51.118,128.204
-51.108,128.302
-51.098,128.399
-51.088,128.497
-51.079,128.594
-51.059,128.789
-51.048,128.886
-51.038,128.983
-51.028,129.081
-51.018,129.178
-51.007,129.275
-50.996,129.372
-50.986,129.469
-50.975,129.566
-50.953,129.759
-50.942,129.856
-50.931,129.953
-50.920,130.050
-50.909,130.146
-50.897,130.243
-50.886,130.340
-50.874,130.436
-50.863,130.533
-50.851,130.629
-50.827,130.822
-50.815,130.918
-50.803,131.014
-50.791,131.110
-50.779,131.206
-50.767,131.302
-50.754,131.398
-50.742,131.494
-50.729,131.590
-50.717,131.686
-50.691,131.878
-50.678,131.973
-50.665,132.069
-50.652,132.164
-50.639,132.260
-50.626,132.356
-50.612,132.451
-50.599,132.546
-50.585,132.641
-50.572,132.737
-50.544,132.927
-50.531,133.022
-50.517,133.117
-50.502,133.212
-50.488,133.307
-50.474,133.402
-50.460,133.496
-50.446,133.591
-50.431,133.686
-50.417,133.780
-50.388,133.969
-50.373,134.064
-50.358,134.158
-50.343,134.252
-50.328,134.346
-50.313,134.441
-50.298,134.535
-50.282,134.629
-50.267,134.722
-50.236,134.910
-50.221,135.004
-50.205,135.098
-50.189,135.191
-50.173,135.285
-50.157,135.379
-50.141,135.472
-50.125,135.565
-50.109,135.659
-50.093,135.752
-50.060,135.938
-50.044,136.031
-50.027,136.124
-50.010,136.217
-49.994,136.310
-49.977,136.403
-49.960,136.495
-49.943,136.588
-49.926,136.681
-49.909,136.773
-49.874,136.958
-49.857,137.050
-49.839,137.142
-49.822,137.234
-49.804,137.327
-49.786,137.419
-49.769,137.511
-49.751,137.602
-49.733,137.694
-49.715,137.786
-49.679,137.969
-49.660,138.061
-49.642,138.152
-49.624,138.244
-49.605,138.335
-49.586,138.426
-49.568,138.517
-49.549,138.608
-49.530,138.699
-49.511,138.790
-49.473,138.972
-49.454,139.062
-49.435,139.153
-49.416,139.244
-49.396,139.334
-49.377,139.425
-49.358,139.515
-49.338,139.605
-49.318,139.696
-49.279,139.876
-49.259,139.966
-49.239,140.056
-49.219,140.145
-49.199,140.235
-49.178,140.325
-49.158,140.414
-49.138,140.504
-49.118,140.593
-49.097,140.682
-49.056,140.861
-49.035,140.950
-49.014,141.039
-48.993,141.128
-48.972,141.217
-48.951,141.306
-48.930,141.394
-48.909,141.483
-48.888,141.572
-48.866,141.660
-48.824,141.837
-48.802,141.925
-48.780,142.013
-48.759,142.101
-48.737,142.189
-48.715,142.278
-48.693,142.365
-48.671,142.453
-48.649,142.541
-48.605,142.716
-48.582,142.803
-48.560,142.891
-48.538,142.978
-48.515,143.065
-48.493,143.152
-48.470,143.239
-48.447,143.326
-48.424,143.413
-48.402,143.500
-48.356,143.673
-48.332,143.760
-48.309,143.846
-48.286,143.933
-48.263,144.019
-48.240,144.105
-48.216,144.191
-48.193,144.278
-48.169,144.363
-48.146,144.449
-48.098,144.621
-48.074,144.706
-48.050,144.792
-48.026,144.878
-48.002,144.963
-47.978,145.048
-47.954,145.133
-47.929,145.219
-47.905,145.304
-47.881,145.389
-47.832,145.558
-47.807,145.643
-47.782,145.728
-47.758,145.812
-47.733,145.897
-47.708,145.981
-47.683,146.065
-47.658,146.149
-47.633,146.234
-47.608,146.318
-47.557,146.486
-47.532,146.569
-47.506,146.653
-47.481,146.737
-47.455,146.820
-47.430,146.904
-47.404,146.987
-47.378,147.070
-47.352,147.153
-47.301,147.319
-47.274,147.402
-47.248,147.485
-47.222,147.568
-47.196,147.651
-47.170,147.733
-47.143,147.816
-47.117,147.898
-47.091,147.981
-47.064,148.063
-47.011,148.227
-46.984,148.309
-46.957,148.391
-46.930,148.473
-46.903,148.554
-46.876,148.636
-46.849,148.718
-46.822,148.799
-46.795,148.881
-46.768,148.962
-46.713,149.124
-46.685,149.205
-46.658,149.286
-46.630,149.367
-46.602,149.448
-46.575,149.529
-46.547,149.609
-46.519,149.690
-46.491,149.770
-46.463,149.850
-46.407,150.011
-46.379,150.091
-46.351,150.171
-46.323,150.251
-46.294,150.331
-46.266,150.410
-46.238,150.490
-46.209,150.569
-46.181,150.649
-46.123,150.808
-46.094,150.887
-46.066,150.966
-46.037,151.045
-46.008,151.124
-45.979,151.203
-45.950,151.282
-45.921,151.360
-45.891,151.439
-45.862,151.518
-45.803,151.674
-45.774,151.752
-45.744,151.831
-45.715,151.909
-45.685,151.987
-45.656,152.065
-45.626,152.142
-45.596,152.220
-45.566,152.298
-45.536,152.375
-45.477,152.530
-45.446,152.608
-45.416,152.685
-45.386,152.762
-45.356,152.839
-45.326,152.916
-45.265,153.069
-45.234,153.146
-45.204,153.223
-45.173,153.299
-45.143,153.376
-45.112,153.452
-45.081,153.528
-45.051,153.604
-45.019,153.681
-44.958,153.832
-44.927,153.908
-44.896,153.984
-44.864,154.060
-44.833,154.135
-44.802,154.211
-44.771,154.286
-44.739,154.361
-44.708,154.437
-44.676,154.512
-44.613,154.662
-44.582,154.737
-44.550,154.811
-44.518,154.886
-44.486,154.961
-44.454,155.035
-44.422,155.110
-44.391,155.184
-44.359,155.258
-44.294,155.406
-44.262,155.481
-44.230,155.554
-44.198,155.628
-44.165,155.702
-44.133,155.776
-44.101,155.849
-44.068,155.923
-44.036,155.996
-44.003,156.069
-43.938,156.216
-43.905,156.289
-43.872,156.362
-43.839,156.435
-43.806,156.508
-43.773,156.581
-43.740,156.653
-43.707,156.726
-43.674,156.798
-43.641,156.871
-43.574,157.015
-43.541,157.087
-43.508,157.159
-43.474,157.231
-43.441,157.303
-43.407,157.375
-43.373,157.447
-43.340,157.518
-43.306,157.590
-43.272,157.661
-43.205,157.804
-43.171,157.875
-43.137,157.946
-43.103,158.018
-43.069,158.088
-43.035,158.159
-43.001,158.230
-42.967,158.301
-42.932,158.371
-42.898,158.442
-42.829,158.583
-42.795,158.653
-42.761,158.723
-42.726,158.793
-42.691,158.864
-42.657,158.934
-42.622,159.003
-42.588,159.073
-42.553,159.143
-42.483,159.282
-42.448,159.352
-42.413,159.421
-42.378,159.490
-42.343,159.559
-42.308,159.629
-42.273,159.698
-42.238,159.767
-42.202,159.836
-42.167,159.904
-42.097,160.042
-42.061,160.110
-42.026,160.179
-41.990,160.247
-41.955,160.316
-41.919,160.384
-41.883,160.452
-41.848,160.520
-41.812,160.588
-41.776,160.656
-41.704,160.792
-41.669,160.859
-41.632,160.927
-41.597,160.994
-41.561,161.062
-41.524,161.129
-41.488,161.197
-41.452,161.264
-41.416,161.331
-41.343,161.465
-41.307,161.532
-41.271,161.599
-41.234,161.665
-41.198,161.732
-41.161,161.799
-41.124,161.865
-41.088,161.932
-41.051,161.998
-41.015,162.064
-40.941,162.196
-40.904,162.262
-40.867,162.328
-40.831,162.394
-40.794,162.460
-40.756,162.526
-40.719,162.591
-40.682,162.657
-40.645,162.722
-40.608,162.788
-40.534,162.918
-40.496,162.984
-40.459,163.049
-40.422,163.114
-40.384,163.179
-40.347,163.244
-40.309,163.308
-40.272,163.373
-40.234,163.438
-40.159,163.567
-40.121,163.631
-40.083,163.695
-40.046,163.760
-40.008,163.824
-39.970,163.888
-39.932,163.952
-39.894,164.016
-39.856,164.080
-39.818,164.144
-39.742,164.271
-39.704,164.334
-39.666,164.398
-39.627,164.461
-39.589,164.525
-39.551,164.588
-39.512,164.651
-39.474,164.714
-39.436,164.778
-39.397,164.840
-39.320,164.966
-39.281,165.029
-39.243,165.092
-39.204,165.154
-39.166,165.217
-39.127,165.279
-39.088,165.342
-39.049,165.404
-39.010,165.466
-38.971,165.528
-38.894,165.652
-38.855,165.714
-38.816,165.776
-38.777,165.838
-38.738,165.900
-38.698,165.961
-38.659,166.023
-38.620,166.084
-38.581,166.146
-38.541,166.207
-38.463,166.330
-38.423,166.391
-38.384,166.452
-38.344,166.513
-38.305,166.574
-38.265,166.635
-38.226,166.696
-38.186,166.756
-38.146,166.817
-38.067,166.938
-38.027,166.999
-37.988,167.059
-37.948,167.119
-37.908,167.180
-37.868,167.240
-37.828,167.300
-37.788,167.360
-37.748,167.420
-37.708,167.480
-37.628,167.599
-37.588,167.659
-37.548,167.719
-37.507,167.778
-37.467,167.838
-37.427,167.897
-37.386,167.956
-37.346,168.016
-37.306,168.075
-37.265,168.134
-37.184,168.252
-37.144,168.311
-37.103,168.370
-37.063,168.429
-37.022,168.487
-36.981,168.546
-36.941,168.605
-36.900,168.663
-36.859,168.722
-36.778,168.839
-36.737,168.897
-36.696,168.955
-36.655,169.013
-36.614,169.071
-36.573,169.129
-36.532,169.187
-36.491,169.245
-36.450,169.303
-36.409,169.361
-36.327,169.476
-36.285,169.533
-36.244,169.591
-36.203,169.648
-36.162,169.706
-36.120,169.763
-36.079,169.820
-36.038,169.877
-35.996,169.934
-35.955,169.991
-35.872,170.105
-35.830,170.162
-35.789,170.219
-35.747,170.275
-35.705,170.332
-35.664,170.389
-35.622,170.445
-35.580,170.502
-35.538,170.558
-35.497,170.614
-35.413,170.727
-35.371,170.783
-35.329,170.839
-35.287,170.895
-35.245,170.951
-35.203,171.007
-35.161,171.062
-35.119,171.118
-35.077,171.174
-34.993,171.285
-34.951,171.341
-34.908,171.396
-34.866,171.452
-34.824,171.507
-34.782,171.562
-34.739,171.618
-34.697,171.672
-34.654,171.728
-34.612,171.783
-34.527,171.892
-34.485,171.948
-34.442,172.002
-34.399,172.057
-34.357,172.112
-34.314,172.166
-34.272,172.221
-34.229,172.275
-34.144,172.384
-34.101,172.438
-34.058,172.492
-34.015,172.547
-33.973,172.601
-33.930,172.655
-33.887,172.709
-33.844,172.763
-33.758,172.871
-33.715,172.924
-33.672,172.978
-33.629,173.032
-33.586,173.086
-33.542,173.139
-33.499,173.192
-33.456,173.246
-33.413,173.299
-33.370,173.352
-33.283,173.459
-33.240,173.512
-33.197,173.565
-33.153,173.618
-33.110,173.671
-33.067,173.724
-33.023,173.777
-32.980,173.830
-32.936,173.883
-32.893,173.935
-32.806,174.041
-32.762,174.093
-32.719,174.146
-32.675,174.198
-32.631,174.250
-32.588,174.303
-32.544,174.355
-32.500,174.407
-32.456,174.459
-32.369,174.563
-32.325,174.615
-32.281,174.667
-32.237,174.719
-32.193,174.771
-32.149,174.823
-32.105,174.874
-32.061,174.926
-32.018,174.978
-31.973,175.029
-31.885,175.132
-31.841,175.184
-31.797,175.235
-31.753,175.286
-31.709,175.338
-31.664,175.389
-31.620,175.440
-31.576,175.491
-31.532,175.542
-31.488,175.593
-31.399,175.695
-31.354,175.746
-31.310,175.796
-31.266,175.847
-31.221,175.897
-31.177,175.948
-31.132,175.999
-31.088,176.049
-31.043,176.100
-30.999,176.150
-30.909,176.251
-30.865,176.301
-30.820,176.351
-30.776,176.401
-30.731,176.451
-30.686,176.501
-30.641,176.551
-30.597,176.601
-30.552,176.651
-30.507,176.701
-30.417,176.801
-30.372,176.850
-30.328,176.900
-30.282,176.950
-30.238,176.999
-30.193,177.049
-30.148,177.098
-30.103,177.147
-30.058,177.197
-29.967,177.296
-29.922,177.345
-29.878,177.394
-29.832,177.443
-29.787,177.492
-29.742,177.541
-29.697,177.590
-29.651,177.639
-29.606,177.688
-29.561,177.737
-29.470,177.834
-29.425,177.883
-29.380,177.931
-29.334,177.980
-29.289,178.029
-29.244,178.077
-29.198,178.126
-29.153,178.174
-29.107,178.222
-29.062,178.271
-28.971,178.367
-28.925,178.415
-28.879,178.463
-28.834,178.511
-28.788,178.559
-28.743,178.608
-28.697,178.655
-28.651,178.703
-28.606,178.751
-28.560,178.799
-28.468,178.894
-28.423,178.942
-28.377,178.990
-28.331,179.037
-28.285,179.085
-28.239,179.132
-28.194,179.180
-28.148,179.227
-28.102,179.274
-28.056,179.322
-27.964,179.416
-27.918,179.463
-27.872,179.511
-27.826,179.558
-27.780,179.605
-27.734,179.652
-27.688,179.699
-27.642,179.746
-27.595,179.792
-27.549,179.839
-27.457,179.933
-27.411,179.979
-27.364,-179.974
-27.318,-179.927
-27.272,-179.881
-27.226,-179.834
-27.179,-179.788
-27.133,-179.741
-27.087,-179.695
-26.994,-179.602
-26.948,-179.556
-26.901,-179.509
-26.855,-179.463
-26.809,-179.417
-26.762,-179.371
-26.716,-179.325
-26.669,-179.279
-26.622,-179.233
-26.576,-179.187
-26.483,-179.095
-26.436,-179.049
-26.390,-179.003
-26.343,-178.958
-26.297,-178.912
-26.250,-178.866
-26.203,-178.821
-26.157,-178.775
-26.110,-178.729
-26.063,-178.684
-25.970,-178.593
-25.923,-178.548
-25.876,-178.502
-25.829,-178.457
-25.782,-178.412
-25.736,-178.366
-25.689,-178.321
-25.642,-178.276
-25.595,-178.231
-25.548,-178.186
-25.454,-178.096
-25.408,-178.051
-25.361,-178.006
-25.313,-177.961
-25.266,-177.916
-25.219,-177.871
-25.172,-177.827
-25.125,-177.782
-25.078,-177.737
-25.031,-177.692
-24.937,-177.603
-24.890,-177.559
-24.843,-177.514
-24.796,-177.470
-24.748,-177.425
-24.701,-177.381
-24.654,-177.336
-24.607,-177.292
-24.559,-177.248
-24.465,-177.159
-24.418,-177.115
-24.371,-177.071
-24.323,-177.027
-24.276,-176.983
-24.228,-176.939
-24.181,-176.895
-24.134,-176.851
-24.086,-176.807
-24.039,-176.763
-23.944,-176.675
-23.897,-176.631
-23.849,-176.588
-23.802,-176.544
-23.754,-176.500
-23.707,-176.457
-23.659,-176.413
-23.612,-176.369
-23.564,-176.326
-23.516,-176.282
-23.421,-176.195
-23.374,-176.152
-23.326,-176.109
-23.278,-176.065
-23.231,-176.022
-23.183,-175.979
-23.135,-175.936
-23.088,-175.892
-23.040,-175.849
-22.944,-175.763
-22.897,-175.720
-22.849,-175.677
-22.801,-175.634
-22.753,-175.591
-22.706,-175.548
-22.658,-175.505
-22.610,-175.462
-22.562,-175.419
-22.514,-175.376
-22.418,-175.291
-22.371,-175.248
-22.322,-175.205
-22.274,-175.163
-22.227,-175.120
-22.179,-175.078
-22.131,-175.035
-22.083,-174.992
-22.035,-174.950
-21.987,-174.908
-21.891,-174.822
-21.842,-174.780
-21.794,-174.738
-21.746,-174.696
-21.698,-174.653
-21.650,-174.611
-21.602,-174.569
-21.554,-174.527
-21.506,-174.484
-21.458,-174.442
-21.361,-174.358
-21.313,-174.316
-21.265,-174.274
-21.217,-174.232
-21.168,-174.190
-21.120,-174.148
-21.072,-174.107
-21.024,-174.065
-20.975,-174.023
-20.879,-173.939
-20.830,-173.897
-20.782,-173.856
-20.734,-173.814
-20.685,-173.772
-20.637,-173.731
-20.589,-173.689
-20.540,-173.648
-20.492,-173.606
-20.395,-173.523
-20.346,-173.482
-20.298,-173.441
-20.249,-173.399
-20.201,-173.358
-20.152,-173.316
-20.104,-173.275
-20.007,-173.193
-19.958,-173.151
-19.910,-173.110
-19.861,-173.069
-19.813,-173.028
-19.764,-172.987
-19.716,-172.946
-19.667,-172.905
-19.618,-172.864
-19.570,-172.823
-19.472,-172.741
-19.424,-172.700
-19.375,-172.659
-19.326,-172.618
-19.278,-172.577
-19.229,-172.537
-19.180,-172.496
-19.131,-172.455
-19.083,-172.414
-19.034,-172.374
-18.936,-172.292
-18.888,-172.252
-18.839,-172.211
-18.790,-172.171
-18.741,-172.130
-18.692,-172.089
-18.643,-172.049
-18.595,-172.009
-18.546,-171.968
-18.497,-171.928
-18.399,-171.847
-18.350,-171.807
-18.301,-171.766
-18.252,-171.726
-18.203,-171.686
-18.154,-171.646
-18.106,-171.605
-18.056,-171.565
-18.008,-171.525
-17.909,-171.445
-17.861,-171.404
-17.811,-171.364
-17.762,-171.324
-17.713,-171.284
-17.664,-171.244
-17.615,-171.204
-17.566,-171.164
-17.517,-171.125
-17.468,-171.085
-17.370,-171.005
-17.321,-170.965
-17.272,-170.925
-17.222,-170.886
-17.173,-170.846
-17.124,-170.806
-17.075,-170.766
-17.026,-170.727
-16.977,-170.687
-16.928,-170.647
-16.829,-170.568
-16.780,-170.529
-16.731,-170.489
-16.681,-170.449
-16.632,-170.410
-16.583,-170.371
-16.534,-170.331
-16.484,-170.292
-16.435,-170.252
-16.386,-170.213
-16.287,-170.134
-16.238,-170.095
-16.188,-170.056
-16.139,-170.016
-16.090,-169.977
-16.040,-169.938
-15.991,-169.899
-15.942,-169.859
-15.892,-169.820
-15.843,-169.781
-15.744,-169.703
-15.694,-169.664
-15.645,-169.624
-15.596,-169.586
-15.546,-169.546
-15.497,-169.508
-15.447,-169.469
-15.398,-169.429
-15.348,-169.391
-15.299,-169.352
-15.200,-169.274
-15.150,-169.235
-15.101,-169.196
-15.051,-169.157
-15.002,-169.119
-14.952,-169.080
-14.902,-169.041
-14.853,-169.002
-14.804,-168.963
-14.754,-168.925
-14.655,-168.848
-14.605,-168.809
-14.556,-168.770
-14.506,-168.731
-14.456,-168.693
-14.407,-168.654
-14.357,-168.616
-14.307,-168.577
-14.258,-168.539
-14.158,-168.462
-14.109,-168.423
-14.059,-168.385
-14.009,-168.346
-13.959,-168.308
-13.910,-168.270
-13.860,-168.231
-13.810,-168.193
-13.761,-168.155
-13.711,-168.116
-13.611,-168.040
-13.562,-168.001
-13.512,-167.963
-13.462,-167.925
-13.412,-167.887
-13.362,-167.849
-13.313,-167.810
-13.263,-167.772
-13.213,-167.734
-13.163,-167.696
-13.064,-167.620
-13.014,-167.582
-12.964,-167.544
